productid,imageid,prdtypecode,file_size_kb
4164667711,1305110233,2522,15.9560546875
278528834,977732598,2705,7.1103515625
4193585163,1312146356,1280,19.7314453125
207257883,941678744,2583,5.5
158007233,913623620,1300,26.591796875
4180534759,1309774406,1180,10.9404296875
522627969,1020456966,1160,39.048828125
1547138559,1089053867,2403,34.96484375
4229642138,1322037360,1920,12.6142578125
1190507078,1068211845,1560,32.923828125
3967114281,1270347057,2522,24.095703125
3944198188,1268908692,1140,15.9306640625
190730270,933576412,2403,39.056640625
2091257012,1125330542,2585,17.162109375
2792163142,1172463223,50,15.423828125
278517003,1127692645,2705,8.986328125
2476577455,1144198526,50,18.9375
205828886,941166404,2280,45.013671875
2940638631,1174586175,2583,36.76171875
2230071933,1132633996,2060,15.615234375
569548950,1026795100,2280,30.2958984375
4197497931,1313241065,1560,45.998046875
4201306796,1314017000,2583,12.73046875
3868342085,1255146552,1280,25.3984375
89332692,856259337,2280,30.8271484375
1352145663,1075760814,2583,12.9072265625
4234288409,1323885488,2060,17.703125
2685362450,1166818974,2585,9.580078125
3992742695,1273512063,1920,29.396484375
1352146059,1075760101,2583,5.5390625
117625001,872533293,1160,45.3876953125
4200877294,1316199211,60,16.400390625
4041456409,1279757063,1300,21.3486328125
3820236359,1249586764,1560,9.12109375
4086071880,1289179797,2060,35.09765625
2074172103,1124252085,2583,19.5126953125
1146674244,1065109773,1302,42.2529296875
124387132,879080305,2280,19.6845703125
3908953944,1262582998,2060,7.7705078125
125293048,880172152,10,39.037109375
254956784,968772041,2403,39.94921875
3090578073,1190118795,2060,48.57421875
2033308192,1121209482,1320,25.0556640625
1411852196,1078942837,2403,30.43359375
2769353975,1163771899,2403,25.822265625
4168956093,1306813815,1560,9.3701171875
90948388,874729439,40,42.5771484375
1952792748,1140536440,1140,13.9228515625
3212831992,1269906336,2705,10.25
3876189522,1256971266,2522,26.806640625
4017676858,1276875489,1300,16.4287109375
4151269724,1301255126,1940,34.0322265625
4012248865,1276348808,2583,24.8193359375
4227063439,1321335022,1280,20.095703125
4055997671,1282285967,1940,29.23828125
4104750156,1293365572,40,21.0322265625
4044817140,1280392342,1920,38.09765625
2832752235,1190253012,2583,13.986328125
3149281609,1194537163,50,20.517578125
873435157,1138907659,2583,7.30078125
4086012947,1288891838,1280,40.369140625
3817906799,1248863644,2522,15.1826171875
128983901,883950931,50,8.806640625
3875023279,1256921342,2060,26.9169921875
3716328259,1237283359,2060,26.45703125
4063209293,1283953764,1280,28.724609375
109722620,867017708,1280,8.7861328125
4089721246,1289773956,2060,50.1435546875
278533940,1128331212,2705,11.408203125
2695197354,1158120727,2583,36.755859375
3527612757,1219598066,1300,25.9111328125
4151263478,1301526723,1560,38.439453125
1376271948,1077614852,2705,7.9912109375
50571765,469200530,2280,37.544921875
3837506906,1251073346,1560,18.0478515625
3929900526,1265214674,2583,46.25390625
1775224891,1101593171,1160,40.2890625
4003840447,1275071690,1920,43.654296875
52370050,509043648,1300,18.36328125
57150024,684348064,1160,62.5830078125
3287289604,1204249145,1281,46.7529296875
3397499315,1216404223,1320,11.5244140625
3817897828,1248838417,2522,34.9345703125
112658897,868994208,2280,50.5087890625
70949111,836322607,2280,35.28125
3819982798,1249535534,2583,6.95703125
4181946392,1309989948,1300,25.150390625
2688978134,1157727227,2403,59.7666015625
4012179290,1276225920,1300,25.5126953125
1692178656,1098685633,2462,21.0439453125
4037091122,1279078074,1920,19.1435546875
50048695,436947892,1160,44.048828125
3898707188,1261171547,2583,11.7802734375
2121747402,1127347950,2583,34.25
90396847,856772212,2522,22.4267578125
2165175435,1129254026,2705,18.08984375
209370105,947206925,1320,18.09765625
2064315232,1124058223,1302,14.2685546875
4132330589,1296849522,10,20.134765625
3819978073,1249533894,2583,36.0625
3863212856,1254576212,2582,20.5205078125
4127722489,1295933414,1920,55.6787109375
3871291150,1255766327,1560,21.802734375
1472811,675150507,40,38.927734375
3992734317,1273470867,1920,22.986328125
3881732965,1258320945,2522,32.5654296875
1308146442,1072689365,2403,34.6689453125
4231806212,1323313776,1920,28.8525390625
3898725495,1261419198,1301,21.994140625
580161,1000076039,10,24.3828125
261622,1283036881,10,48.3681640625
3856250575,1253356415,2060,23.4248046875
2014631311,1120576407,1920,21.4208984375
524421088,1163731050,2705,4.8779296875
4182232271,1310294075,1560,18.4833984375
3312189799,1205825889,2583,6.8359375
2660100415,1155781599,2583,19.5302734375
3366179456,1208976070,2582,6.7939453125
3890882789,1260706203,1300,21.4150390625
3992569790,1273362140,1920,31.478515625
4235887913,1324015046,1302,15.4794921875
4200875606,1316160872,60,29.7470703125
4057527716,1282844409,1560,34.99609375
3397443643,1211397493,2585,6.9951171875
4023548272,1277588675,1560,29.8544921875
4150996318,1301523689,1300,38.498046875
4202303891,1314512168,2585,18.5986328125
66222263,836094468,1140,28.6591796875
2587938353,1151689349,1300,31.662109375
562802291,1026367747,2522,21.3134765625
285422950,981977678,1281,7.2177734375
3850036053,1252659198,1280,35.6884765625
3886016081,1258618665,2582,28.763671875
853894,51662530,40,32.923828125
4085872509,1288903575,2403,28.341796875
3817904640,1248853447,2522,25.712890625
2514717165,1146256433,2280,39.564453125
1095145160,1060059699,2403,47.2900390625
1711732964,1100077279,2905,26.263671875
3449765212,1213821882,1160,33.1171875
136255802,890156155,1301,19.34375
4079552105,1287889972,1320,42.681640625
3669572789,1232814558,2403,20.673828125
267430963,973033458,1140,28.33984375
4172828367,1307831027,1300,11.44921875
2439254489,1141637255,1302,56.421875
4236298728,1324230157,1302,24.078125
3120179903,1192175610,2583,15.4384765625
441641091,1009496635,2522,23.1171875
1932151856,1114344167,2403,33.9326171875
4200881171,1316258822,60,27.0498046875
205560139,946557204,10,10.3662109375
3793573976,1245645557,2582,18.205078125
4061598994,1283697046,2582,31.2099609375
4177820511,1308726535,1560,13.806640625
1337246472,1074825863,1140,30.8447265625
4177785675,1308761879,1560,26.4013671875
4006495393,1275566677,1281,46.978515625
3866824450,1254926754,1920,26.96484375
2783482884,1164384018,2522,9.8974609375
4004193752,1275412540,1920,25.1416015625
1488284489,1083704116,1160,42.642578125
3944535637,1267924678,2060,46.4345703125
4039246488,1279919116,2583,36.9541015625
102356858,862633646,2522,5.810546875
1914804803,1111758447,1320,18.4775390625
4058945450,1282776761,1300,19.2578125
168729486,921380089,2583,23.0439453125
3819982772,1249535485,2583,8.8388671875
435917708,1008106880,2280,23.11328125
3819978148,1249534108,2583,27.400390625
4183696764,1313629697,2220,16.345703125
3913253844,1263008347,1320,12.486328125
1389681722,1308910378,2705,19.6416015625
3990163204,1272746736,2060,34.1904296875
3040165356,1186950504,2462,25.640625
51212297,906116739,2280,45.935546875
168344976,921249655,2583,20.671875
294323290,987439078,1280,19.11328125
3844081420,1251592673,2583,11.806640625
4090784667,1289984514,1320,6.6953125
3470042378,1215497446,1281,15.736328125
3470037518,1215486554,1280,25.53515625
4141674879,1299536678,40,19.2939453125
1433340196,1079769462,1280,18.3349609375
3951008445,1268468591,1300,36.720703125
4124382470,1294867796,10,17.5390625
3938616828,1266504695,1560,19.671875
4189103002,1312052000,2060,37.974609375
4187459181,1311500237,2220,19.001953125
1657064547,1096608932,2585,16.669921875
3128693681,1192482558,2060,5.623046875
4240397804,1325110167,50,30.642578125
3762890807,1242186524,2582,39.375
3857173154,1253519639,2583,10.376953125
3120179856,1192175602,2583,15.4384765625
1842307939,1104324888,2060,9.19921875
220267350,955658863,40,55.234375
3586643608,1225683213,1140,27.908203125
4122553200,1294185147,1300,42.923828125
3249401441,1201829345,1280,24.35546875
4150985084,1301391405,1920,57.19140625
3850026222,1252574223,1300,26.732421875
3773721822,1243417369,2585,4.0771484375
2246672559,1133288960,2403,27.2548828125
3971616496,1270372881,2220,8.5185546875
1631551337,1095049953,2220,22.84765625
4006502055,1275625144,1281,28.671875
3929900623,1265216601,2583,8.53125
3940235846,1266912069,1300,36.1875
4159315947,1303683671,2522,13.2802734375
4019812525,1277529536,1300,30.412109375
4250645341,1328577156,1280,36.720703125
1706100283,1099707252,1140,25.791015625
3387207062,1210294292,2705,14.8173828125
294388136,987609443,1140,13.115234375
4159315440,1303680745,2522,19.2470703125
3751056529,1240995076,2462,50.83203125
2815711479,1166399320,1281,57.1455078125
3992774113,1273672404,1920,28.4013671875
102358907,862537855,2522,7.4482421875
275314968,976095577,1140,12.005859375
4010224463,1276026925,1302,17.51953125
94111818,875804149,10,37.6923828125
279975768,978673830,2280,26.173828125
203830713,940396889,2403,29.69921875
4200871264,1316117316,60,40.666015625
4037094203,1279124905,1920,23.3837890625
4174407386,1308114245,1560,16.2314453125
212253872,949321021,2583,14.6064453125
3871050289,1255758370,1920,37.287109375
440552650,1009253485,2280,11.751953125
3893204642,1260375858,1300,8.2080078125
1832987245,1113098106,1320,9.109375
4079552510,1287905237,1320,45.3203125
853456152,1043840784,2583,20.1123046875
3289850219,1204440632,2403,49.2041015625
295973057,988853620,10,25.712890625
4182277154,1310795284,1560,13.9189453125
3534268584,1220255546,2522,25.6513671875
4003693199,1278873622,2462,16.0224609375
141666911,893774492,1140,22.6865234375
439166225,1008716909,10,11.583984375
3407756115,1211698716,2403,28.642578125
4181945943,1309984020,1300,20.57421875
4029127976,1278033195,1320,38.94140625
3745176750,1240241973,1280,7.015625
75188936,846073474,1140,21.0654296875
942607934,1048522910,2522,31.9453125
2755824667,1174750030,2582,75.1513671875
3727588027,1238298845,1300,27.82421875
2286683805,1134779238,1281,34.3955078125
4195680042,1312694565,2060,7.890625
4165984010,1305524791,1300,12.84375
143687848,1062167158,10,61.7265625
397061971,1003703706,1281,22.9150390625
3928057853,1264909379,2582,34.58203125
1466897199,1082357413,1940,27.615234375
4061624475,1283885812,2582,33.92578125
3877955658,1257987284,1140,21.6298828125
285391687,981950944,1140,59.8408203125
3716305723,1237277234,1300,16.3408203125
4008293827,1275750864,2060,48.416015625
4156529947,1302785285,1560,15.1357421875
159602272,915095246,2585,10.814453125
435069606,1007590807,2280,34.0556640625
4240794529,1325242825,50,15.3271484375
1968846561,1117240202,2403,41.5234375
3646506714,1231226435,2403,19.5966796875
1962187547,1116558805,1140,6.455078125
4236041495,1324056502,1302,29.2353515625
3992529804,1273191503,1920,20.0908203125
190093955,933235320,40,43.171875
4105613978,1307786151,40,17.1396484375
4160927319,1304042730,2522,11.7529296875
3906573021,1262277319,50,10.505859375
3931445098,1265493836,1560,13.4658203125
1920200544,1112667143,2583,32.9228515625
4144868039,1300060210,1300,20.7275390625
3076709617,1189474546,1160,44.2431640625
4143441973,1299733567,2585,39.6064453125
3867156936,1255067608,2585,25.94140625
3798822390,1246379557,2220,25.8984375
2063910503,1127541763,10,29.6845703125
1328361132,1074169757,50,23.3916015625
3866912396,1254897117,1560,50.7333984375
81514489,1042569034,2280,37.009765625
64574612,896416082,2280,43.1904296875
4168873908,1306587389,1560,23.7138671875
315555429,1027296503,2280,35.84765625
4215221897,1318532260,1280,39.3232421875
3076601192,1189026435,2403,23.392578125
4006484802,1275454721,1281,38.3837890625
2572664424,1150288994,1940,34.3740234375
6967496,308334760,1160,25.6787109375
3814898009,1248390762,1560,11.9501953125
4150996025,1301521917,1300,21.4794921875
3737242085,1239355524,1920,33.822265625
462402789,1013129250,1160,39.890625
262159250,971423146,2522,11.03125
2608616573,1152576528,2462,23.0009765625
3122641017,1192148749,1320,15.5859375
4054251826,1282040067,1920,21.490234375
2126259487,1127576006,1560,7.421875
4172813019,1307747694,1302,17.2978515625
4172828800,1307834831,1300,22.0517578125
440640859,1009289107,2280,31.95703125
4221663647,1321016395,2582,20.154296875
295788290,1267010205,2705,25.61328125
183979362,930076262,2403,43.560546875
4006496997,1275572551,1281,12.251953125
1043674345,1304339229,10,11.9599609375
3834851464,1250684461,2060,35.0654296875
3861763036,1254492326,2060,40.255859375
3955091608,1269068835,2060,49.0771484375
3770951051,1243235383,2280,33.4345703125
2850101037,1168039600,2403,32.7421875
4012869320,1276359833,1300,44.6787109375
4105723231,1292014804,1300,9.8876953125
4179727044,1309655943,2585,19.0361328125
4209031235,1316325761,1920,49.11328125
4200413922,1313873014,2585,31.41015625
4213436752,1317741626,2060,37.5673828125
2886589349,1228075523,2583,13.91015625
4197490624,1313138371,1560,45.4326171875
3893272312,1260718069,1140,21.486328125
3929899793,1265224262,2583,39.892578125
445525369,1010270740,40,43.2314453125
748798039,1038311488,10,41.1787109375
2940638702,1174586417,2583,7.4365234375
254414928,1146403919,1280,35.5361328125
691859886,1035779347,2705,13.38671875
567679301,1026617624,50,25.1298828125
294337046,987536730,1140,11.302734375
201684799,939214233,40,37.6044921875
3228880610,1201813360,1280,19.2919921875
294697980,987825305,1140,20.0556640625
3366054807,1209157203,50,15.8896484375
1876686106,1190256187,2582,9.13671875
4137778706,1298000605,2220,35.0068359375
562802130,1026367263,2522,22.072265625
570708381,1027323287,2280,24.736328125
4141675770,1299283057,50,16.16796875
4211506097,1316999809,2585,18.1552734375
2287009726,1225862046,2582,7.05078125
2553210873,1200873248,2582,24.0107421875
2638944193,1155221058,1280,8.1181640625
4187118706,1311415480,1300,29.7080078125
1059998663,1055434465,2582,16.27734375
4128438414,1295960610,2583,8.4970703125
570732700,1027363803,2280,36.6826171875
3929898822,1265222114,2583,8.3583984375
3146953314,1194051165,1281,28.0791015625
418197027,1005828369,1300,13.5654296875
4160987185,1304173097,2522,18.998046875
3913588624,1268741193,2583,14.703125
4108907787,1292387661,1560,14.8857421875
75204097,846090150,40,17.4892578125
58975892,711427470,50,23.2021484375
983389302,1052190003,2583,10.181640625
4202303155,1314461525,2585,31.29296875
1414869589,1079155958,2583,14.3017578125
94066433,859095202,2280,54.3017578125
3314975310,1205955816,2403,43.5078125
830324073,1295451889,10,30.1298828125
3545848950,1227053910,2705,14.17578125
278583243,1061237083,2705,10.765625
3112353532,1191666530,1300,9.5810546875
258776003,970338088,2280,50.8642578125
435125475,1007649200,2280,34.3740234375
58859142,710026186,2280,39.9794921875
3887560723,1258847150,1920,18.17578125
3764165519,1242294988,2403,32.56640625
3943296099,1267522723,2583,31.9228515625
1834933204,1104486937,2585,26.1845703125
255257554,968831698,1180,35.8740234375
1859918370,1106019766,2705,15.6396484375
4023030686,1277718943,2060,65.736328125
4182216988,1310074577,1560,34.8876953125
2091895139,1126227546,2705,22.2353515625
4184608851,1310878065,50,21.91015625
4200879400,1316228016,60,24.666015625
4186261787,1317820085,1280,14.4736328125
4023549901,1277611200,1560,29.7314453125
2679537659,1156971825,2583,7.6572265625
2940640338,1174592525,2583,33.5048828125
88056023,881876850,2280,42.119140625
3906639400,1262345107,2585,22.7607421875
4006484988,1275455712,1281,43.5439453125
68496367,846455793,10,31.96484375
569601902,1026967688,2280,33.701171875
4057529790,1282859499,1560,39.779296875
4055589326,1282174302,2585,28.208984375
4224252675,1320389988,1920,20.642578125
4235886844,1324257002,2220,14.6962890625
3479934811,1216298756,1920,13.6845703125
3856415888,1253343804,2582,20.099609375
3844523510,1251655757,2403,36.013671875
3848177470,1252237340,2060,31.2958984375
3146761449,1193581179,1302,22.6689453125
3882288842,1257675115,2403,28.6328125
3810184744,1247440871,2705,17.7548828125
1352146017,1075758524,2583,12.099609375
1186916236,1068362384,1280,24.455078125
4087662719,1289672058,2060,54.1826171875
278411962,1198112256,2705,17.6787109375
567679257,1026617867,50,18.4296875
160284580,916824168,40,51.1748046875
1757452,37638130,40,55.0830078125
269653892,973607432,2583,42.3486328125
4160931615,1304069196,2522,15.138671875
3721535025,1237573244,1320,16.6669921875
2266973553,1133844344,2585,25.09375
2230073326,1132676989,2403,26.154296875
618925700,1318106444,1281,44.9814453125
758279037,1055627514,1302,16.46484375
3773727365,1243386445,2582,50.52734375
3065095692,1188462862,2583,42.8330078125
4231423442,1323873027,1280,29.9453125
3334311440,1207477844,1160,48.0390625
4155417188,1302475420,2522,26.8857421875
4160809595,1304033069,1300,34.8388671875
3067343427,1188546157,1140,7.720703125
8015908,291755325,2280,49.576171875
4168961940,1306906679,1560,9.6005859375
3860640509,1254191962,2583,11.21875
4061637499,1283966539,2582,18.8857421875
2833665322,1167374324,1302,16.0458984375
4186471693,1311212553,1300,23.109375
2314970178,1135898639,2462,40.7705078125
4010224422,1276026223,1302,23.1650390625
67425128,894972867,10,36.1669921875
559361802,1026054865,2522,8.6787109375
305754060,996306216,1320,17.7509765625
4077039129,1287646229,2060,34.025390625
278527230,1122251390,2705,8.072265625
1490035858,1146383350,1302,35.7607421875
2502177560,1145965298,1160,45.107421875
4061149860,1283322804,1320,6.537109375
1508857708,1086208170,1320,38.703125
2129065455,1127692227,2462,21.0078125
3236687278,1199834142,2403,24.2470703125
99480060,878824957,1160,25.63671875
1955604317,1116235166,2403,32.994140625
2940640331,1174592493,2583,33.5048828125
4164132452,1304907125,1280,20.833984375
3887634286,1259377014,1920,37.26171875
294087937,987323220,2462,33.8974609375
3976955414,1271267688,1560,20.314453125
2906627496,1172181109,1280,21.3486328125
278570753,977983753,2705,8.099609375
4017685510,1285875884,1300,34.0576171875
4160808409,1304024065,1300,16.44140625
1580087665,1092257465,2585,6.1845703125
831980345,1041682276,2583,57.9921875
807026257,1235318936,2705,44.3525390625
4167074163,1306527373,2522,14.7880859375
569945959,1027132515,2280,25.693359375
3831364233,1250268262,2583,37.095703125
4030618302,1278198314,1560,13.4619140625
2357605004,1318330197,1280,38.6005859375
3819981972,1249535134,2583,5.623046875
1711734886,1100083529,2905,31.0380859375
293870905,987173917,1280,49.4306640625
85599856,895376852,10,31.76171875
3997814041,1274157383,2060,48.1748046875
148595254,903979118,1320,10.375
1700125673,1099124709,2462,23.5654296875
4235887816,1324012975,1302,31.1787109375
569982290,1027174513,2280,39.486328125
3925921223,1264522990,1560,21.8173828125
303484359,995294584,2403,30.2001953125
570621724,1027242426,2280,38.1640625
144040625,1305185189,10,23.9248046875
3456873986,1213989599,2583,24.9169921875
91214098,883130304,10,8.5693359375
4180297067,1309468072,2462,17.4365234375
4235888282,1324020166,1302,13.6611328125
4142208987,1301282892,1560,30.05078125
1173250264,1268542206,2705,16.7666015625
300689972,993340082,2585,36.3671875
4179667650,1309112137,1300,11.9931640625
4061482602,1283591057,1320,38.6572265625
58940520,711074499,2280,34.85546875
2954028617,1176097568,1560,7.8798828125
210473466,1179814609,2522,21.2998046875
484936141,1015522901,2583,25.615234375
294301258,987490446,1140,41.888671875
3883423801,1258320889,1280,10.6650390625
3377003174,1209410885,2522,11.7509765625
2808317278,1165913077,2403,34.890625
4197673338,1313416974,1300,11.3095703125
4201015140,1316943937,2060,30.345703125
2292391893,1134793126,2522,16.31640625
3967127178,1270055802,2522,9.6962890625
132291091,886432422,1160,20.576171875
4182256742,1310579228,1560,27.7216796875
46698562,320062415,1160,23.7666015625
4035896269,1278559875,2582,23.7275390625
2695198679,1158121476,2583,24.94921875
4061632989,1283927362,2582,30.9794921875
4086228061,1289199379,2060,8.537109375
262168576,971432877,2522,15.73046875
4063441757,1284198738,1920,66.4365234375
1869938533,1107916809,2905,29.6142578125
1649583115,1096250607,2403,43.806640625
3819982829,1249535612,2583,6.7626953125
847405813,1043104180,10,25.39453125
3842663058,1251438534,1300,24.904296875
4200686876,1314613060,2060,17.6708984375
1869201259,1107660193,2583,27.7158203125
1856197927,1105811573,2522,12.466796875
4006536015,1275701849,1281,33.830078125
200113753,938393534,1281,52.7373046875
3580770807,1223431394,1280,22.1005859375
570616723,1027224375,2280,38.1787109375
2719066171,1159753218,2585,18.607421875
3404365132,1211830337,1180,37.6298828125
142223004,995711028,1160,41.5078125
4236042093,1324096459,1302,14.306640625
9016868,254527360,40,45.1845703125
4211506246,1317116453,1280,20.33203125
3995553735,1273894248,1920,51.09375
3716121480,1236934990,2905,7.998046875
4231695325,1323293403,1302,17.619140625
4182719262,1313196135,2060,32.140625
1382341933,1077775446,2403,50.0361328125
223680806,957078164,2403,24.6533203125
4214120496,1319272516,2060,24.3623046875
3249405442,1201831627,1281,54.1640625
248225281,1015000690,50,12.87109375
1944920268,1115457600,2462,27.9267578125
5247472,499647025,2280,27.8486328125
436071669,1008160758,2280,16.564453125
284152021,981054564,2522,6.3369140625
4124868663,1294958475,2403,37.6865234375
2950407,852636517,10,24.4921875
16653099,286173070,1160,33.3203125
4235887823,1324013139,1302,19.5791015625
4151263395,1301523522,1560,33.71875
48927026,1015631864,10,23.587890625
4029426662,1278072106,1560,14.142578125
2618440760,1153080588,2905,28.91796875
3819983490,1249535735,2583,5.6640625
131719580,885968705,10,46.310546875
4200878040,1316218183,60,26.17578125
278381371,1308937250,2705,32.0966796875
95451117,859710002,1160,25.228515625
693202201,1038565045,40,23.533203125
3122043310,1192285999,1280,10.150390625
4228958268,1322154058,2060,21.9609375
2462193779,1158399693,2585,13.1748046875
122452588,1317996399,2583,41.9765625
4056001141,1282291447,1940,37.66796875
547028140,1030179798,10,10.0029296875
3066841764,1188512444,2522,7.1279296875
536998701,1105839308,2705,18.923828125
435101416,1007648239,2280,43.1533203125
149034118,904405831,1140,50.3671875
4228958251,1322119657,2060,36.96875
3109428921,1191489920,2585,12.1416015625
3027358213,1307802838,1320,26.4208984375
3493699664,1217336796,2522,20.482421875
2953356173,1176065547,2583,6.4404296875
254399154,967151134,2522,16.8828125
3938615821,1266489397,1560,12.7099609375
3690228597,1234768149,2583,12.037109375
4231757820,1323337722,1302,9.1982421875
4213271333,1317762934,2060,29.63671875
4182250170,1310512055,1560,6.375
170808095,922170129,2583,5.1416015625
2940639435,1174589146,2583,21.142578125
18063547,345655117,1180,27.2578125
2940638821,1174586996,2583,14.7568359375
207257939,1015521514,2583,21.6455078125
436164640,1008228720,1940,6.5458984375
3433487625,1212769373,1560,5.974609375
388567497,1002979047,2522,13.6376953125
1467676,20410730,40,9.078125
3887674139,1264360606,1320,17.18359375
4105727994,1292020803,1302,18.498046875
212253900,949321029,2583,29.9892578125
4175958864,1308373346,1320,14.3017578125
3861170755,1254299357,1560,43.4990234375
3249406847,1201834207,1281,49.1328125
47372132,1072779964,2280,29.78515625
4138131819,1298085068,2403,30.7666015625
4050740339,1281954406,1300,21.2294921875
4046494514,1280705554,2585,17.392578125
3896000172,1261210084,1160,24.384765625
3256339806,1202660619,2403,29.3388671875
