productid,imageid,prdtypecode,bb_x,bb_y,bb_w,bb_h,bb_ar,file_size_kb,mean_r,mean_g,mean_b,downscale,upscale,exclude,phash,phash_duplicate
570663184,1027317460,2280,104,48,291,404,0.7202970297029703,34.8193359375,204.56002,205.462772,204.158972,0,1,0,bc6dc392c691c39c,0
3226779852,1202890774,1160,70,0,360,500,0.72,60.3134765625,159.151204,165.813192,158.862296,1,0,0,bf59ce6638949464,0
4198487181,1313675704,2060,25,180,319,293,1.0887372013651877,16.171875,235.658576,234.641156,235.448268,0,1,0,bec9c9273c31c496,0
49132716,874730792,40,66,69,367,362,1.0138121546961325,35.31640625,191.605612,190.442776,194.127192,1,0,0,fad1856a9965a499,0
3079667218,1195260111,1560,99,243,312,199,1.5678391959798994,24.40234375,236.334912,233.02266,224.676864,0,1,0,f8e1879e852a9e38,0
3817904723,1248853903,2522,23,8,464,473,0.9809725158562368,23.828125,183.65336,183.95808,183.860104,1,0,0,ee6c85273bb4c492,0
4237073471,1324384878,40,60,0,379,500,0.758,28.38671875,145.514712,139.91338,136.024692,1,0,0,bfcb6c6e643c1281,0
4211197055,1317753478,2060,0,0,500,500,1.0,30.349609375,169.613392,164.658692,170.967532,1,0,0,f4a5a3ca83d60dc3,0
3847254406,1264434293,2060,208,336,84,84,1.0,15.3818359375,250.525876,246.618028,249.678312,0,1,0,b6c9c3369ce31c1c,0
4007155304,1275613423,1281,35,54,419,413,1.0145278450363195,26.1669921875,207.375412,213.031696,200.299444,1,0,0,ebc59433c41d4bd8,0
4012748163,1276344493,1920,14,274,219,192,1.140625,40.9296875,210.390812,199.275224,205.856484,0,1,0,ac91c16a976ce6e1,0
3147314797,1225887302,2583,133,132,235,242,0.9710743801652892,16.572265625,230.273664,231.74654,229.36808,0,1,0,e48c9b61693636cd,0
4200874030,1316147329,60,120,301,303,152,1.993421052631579,23.7255859375,232.605876,231.389836,231.604124,0,1,0,bbc0c639cc3b1996,0
1548294503,1092313319,1180,73,92,170,265,0.6415094339622641,15.88671875,245.491408,239.284448,241.285552,0,1,0,b89cc36f94933c94,0
824469524,1054895962,2522,7,201,444,49,9.06122448979592,7.537109375,239.124572,238.871,238.856528,0,1,1,ef3290c56f3a90c5,0
4006528698,1275678245,1281,0,0,500,500,1.0,22.5908203125,172.58912,198.532056,204.249752,1,0,0,f28fb5685a34cd24,0
569725834,1027001857,2280,98,53,304,393,0.7735368956743003,32.1357421875,174.43314,187.02528,221.374236,1,0,0,b9cd9232c7c4969c,0
2333136838,1136619798,1920,26,0,439,500,0.878,22.9697265625,206.696676,197.906884,186.662468,1,0,0,efc03e29f2cc3318,0
444108636,1010065513,10,0,60,500,379,1.3192612137203166,20.912109375,112.2463,113.06182,115.88154,1,0,0,8e38b0c6e9b3ce98,0
8870838,868167157,40,0,0,500,500,1.0,56.66015625,85.273908,90.496284,107.208744,1,0,0,9ebccad324c63683,0
73334276,844838682,1160,0,78,500,344,1.4534883720930232,41.9296875,182.520316,170.853828,163.202608,1,0,0,c4d0bb2f9e16b1a1,0
3748234383,1240783666,1280,0,0,500,500,1.0,26.30859375,22.377632,54.59196,58.344648,1,0,0,c03b3fe42d8236ce,0
4232229083,1322918708,40,98,0,304,500,0.608,28.6884765625,179.95124,181.769756,181.379428,1,0,0,bd9e906bc33c3065,0
4086457567,1288958984,2403,60,0,379,500,0.758,48.33984375,169.6986,160.569952,151.513552,1,0,0,af1a6aad38e03ce1,0
272891494,1006538318,1281,0,107,500,285,1.7543859649122806,24.2783203125,185.745136,180.990216,174.051816,0,1,0,8b81f77fcc201399,0
207151480,941622055,2583,182,170,137,158,0.8670886075949367,7.3369140625,244.310704,244.458516,243.334076,0,1,0,a699c9663299ce66,0
3691441491,1234869213,2403,0,100,500,300,1.6666666666666667,28.06640625,212.097888,184.314732,163.33932,1,0,0,9e00a1dffe7c4f00,0
3904025129,1262082265,1280,2,11,349,472,0.739406779661017,34.0498046875,231.420576,231.308128,225.82534,1,0,0,b330c8cb99b9b645,0
476383013,1071868057,2705,151,98,197,304,0.6480263157894737,18.181640625,210.180196,223.262184,216.08768,0,1,0,e4659b9ace656492,0
1810701779,1102910727,2403,107,0,285,500,0.57,35.6455078125,190.613916,169.47994,154.984276,0,1,0,e9b2396626926d63,0
4128438373,1295960377,2583,16,109,462,271,1.7047970479704797,16.9755859375,186.746712,187.626484,187.79458,0,1,0,be37c1684b853c72,1
3893192098,1260268384,1300,36,32,434,274,1.583941605839416,25.18359375,228.660676,210.900436,210.187364,0,1,0,e718cd918cc6934f,0
4186310238,1314541269,1280,318,125,153,220,0.6954545454545454,14.7734375,243.755208,226.18522,218.070244,0,1,0,ea769589781e1e70,0
2255444083,1133554532,2403,0,47,500,405,1.2345679012345678,56.4794921875,189.7941,181.306248,168.688832,1,0,0,d7d1a42ec351e92a,0
845432910,1102363799,1320,0,61,500,376,1.3297872340425532,27.802734375,205.495592,201.205004,193.23678,1,0,0,bee0811fc2a139de,0
3951008374,1268466271,1300,10,158,473,211,2.241706161137441,15.591796875,240.6663,237.784932,237.80242,0,1,0,a9b1864e63f1893d,0
1857269337,1105831362,2583,64,155,351,222,1.5810810810810811,12.04296875,216.31048,216.857104,215.88344,0,1,0,b9c5c43a3bc5b486,0
2534214666,1190251480,2583,110,92,291,319,0.9122257053291536,24.55078125,219.946024,230.50006,238.751364,0,1,0,b93896c7c73c3292,0
46540267,332521213,1140,205,219,50,60,0.8333333333333334,2.841796875,254.24336,254.561872,254.345436,0,1,1,b323cccc3333cccc,1
4200117001,1313789346,2060,0,0,500,500,1.0,40.107421875,179.683924,173.9065,156.227616,1,0,0,ece5589213f3b14a,0
1512728698,1148435669,2280,58,0,383,500,0.766,55.87890625,199.430652,194.533204,180.526364,1,0,0,adcc93339962336c,0
289472891,984701340,2403,0,60,500,379,1.3192612137203166,21.892578125,157.15528,151.961732,144.48196,1,0,0,c7d0bc77a22e9485,0
3929890128,1265209491,2583,0,127,495,251,1.9721115537848608,16.845703125,205.60572,226.11736,177.513632,0,1,0,aff4d00b0b753c92,0
1366398939,1076659035,2462,0,60,500,379,1.3192612137203166,38.9619140625,138.7406,138.998044,139.529428,1,0,0,f32388dc91c0efc3,0
1565732417,1090968564,1140,56,0,387,500,0.774,20.8330078125,72.175068,78.91602,92.849304,1,0,0,ab3c6c63931de0c6,0
2823144007,1166636908,2582,0,10,500,481,1.0395010395010396,15.2841796875,197.372132,107.478492,102.265104,1,0,0,ea1a953d95a996a8,0
1989328275,1118919143,2403,71,0,358,500,0.716,34.6279296875,184.324752,210.141124,135.371088,1,0,0,e56066c1e7868e9b,0
258845359,979527054,2280,85,17,340,465,0.7311827956989247,53.0986328125,211.464532,205.569584,204.706104,1,0,0,ee3296c1c6d8c1cb,0
4010224699,1276030225,1302,73,0,427,453,0.9426048565121412,23.185546875,201.303936,180.286796,165.788672,1,0,0,fcc1d22ea570c935,0
684292602,1035262984,2060,0,87,500,326,1.5337423312883436,24.2470703125,195.42776,192.848444,186.444408,1,0,0,abc1d436992d29f4,0
4182265443,1310653112,1560,1,347,495,153,3.235294117647059,33.3466796875,200.51142,189.6602,178.627664,0,1,0,cbdc25d8da2794d0,0
4010221940,1276001955,1302,88,34,318,400,0.795,16.0341796875,242.97878,228.246232,219.249928,1,0,0,ed6592969ab2894b,0
3885602739,1258507989,50,0,0,500,500,1.0,34.47265625,49.69846,78.412436,168.025032,1,0,0,ebf0c08734f69079,0
4122557333,1294197004,1300,125,30,108,429,0.2517482517482518,9.3408203125,231.892228,231.867748,232.061844,0,1,0,b939c6c63847c6c6,0
532980611,1227615603,2220,141,126,218,246,0.8861788617886179,8.2353515625,236.6591,236.105116,235.960412,0,1,0,b19bce64939a3193,0
4213435883,1317732300,2060,0,0,500,500,1.0,34.71875,212.827096,165.293488,119.777868,1,0,0,d0da50c352ea157f,0
1158987675,1065997226,2583,108,143,284,214,1.3271028037383177,12.9482421875,228.079668,230.528692,228.710912,0,1,0,e4669b993c676138,1
969179882,1050686036,1560,190,249,135,225,0.6,28.2626953125,221.18162,220.791124,218.96028,0,1,0,eb0b808b817e7e2b,0
298737347,991347135,2462,0,107,500,285,1.7543859649122806,28.4326171875,170.050984,159.699288,164.4237,0,1,0,dfc3a26cbd1440cb,0
4182233005,1310308772,1560,59,59,410,396,1.0353535353535352,18.35546875,228.631384,218.045472,228.634176,1,0,0,bf9dc462c8241b6d,0
3249398687,1201827372,1280,44,30,432,446,0.968609865470852,34.8935546875,189.676892,194.657916,164.7895,1,0,0,e91a97b0d9698467,0
535993293,1023325242,2522,106,155,307,230,1.3347826086956522,10.494140625,221.187668,220.829632,222.27534,0,1,0,e1cc9e3069cf869c,0
2050109964,1123155510,2583,81,8,331,492,0.6727642276422764,17.634765625,205.703616,205.589892,211.668424,1,0,0,f9393439d4d2c6c2,1
3855161611,1253151856,2583,3,211,496,98,5.061224489795919,5.84765625,239.307636,244.791384,250.060028,0,1,0,eab5954a7ab5814a,1
4159399664,1303739592,1920,25,52,447,400,1.1175,33.2548828125,242.559492,219.639432,193.313512,1,0,0,bf91c0d4c06bd12f,0
4211078394,1316896303,1280,41,108,416,285,1.4596491228070176,35.5703125,208.641248,198.409736,199.948424,0,1,0,af48d0b56a9d2e62,0
2852954663,1168125620,2522,78,0,345,500,0.69,10.0029296875,87.246436,147.922788,199.05608,1,0,0,ea3ec29bc39ac03c,0
4044463867,1280265865,1560,0,0,500,500,1.0,31.5302734375,141.715816,140.073124,139.24332,1,0,0,fa8597a78472e168,0
4137157149,1297907405,2403,49,0,401,500,0.802,62.2177734375,171.726828,159.087772,164.082692,1,0,0,ee6ec4a533619a19,0
4159071251,1303628870,2522,105,48,286,420,0.680952380952381,14.6279296875,236.081572,233.778208,228.136368,0,1,0,a5f2c9c93032c6cf,0
3294453709,1204635212,1140,2,81,220,222,0.990990990990991,21.537109375,223.130584,215.439604,208.875468,0,1,0,981ca3e3744acb97,0
3908951214,1262570063,2060,0,0,500,500,1.0,40.583984375,196.376528,194.71398,213.86186,1,0,0,93479d5cd02b6b62,0
4223031202,1321747763,2582,180,60,161,421,0.3824228028503563,12.1826171875,237.639664,235.969464,234.056052,0,1,0,e69b988c99659966,0
190095382,933239989,40,76,0,347,500,0.694,42.7783203125,171.093816,172.448968,167.363896,1,0,0,ac1ac2b79a98cbca,0
435273724,1007734210,2280,106,48,287,404,0.7103960396039604,33.51171875,198.935056,187.319456,180.961192,0,1,0,e98c9e63c33c8669,0
4004145763,1275336103,1920,3,22,492,456,1.0789473684210529,50.6943359375,197.812816,185.95282,174.05208,1,0,0,eb9794e88563d0d8,0
516394759,1019306612,1300,0,81,500,337,1.483679525222552,37.505859375,185.456884,175.17456,130.647792,1,0,0,a60cd1e0c9d9de17,0
4172827940,1307828300,1300,1,27,499,263,1.897338403041825,24.24609375,241.68184,232.370612,232.191724,0,1,0,ae61d39dc0e43e62,0
4187799604,1312712907,1180,60,0,379,500,0.758,48.2734375,159.581764,153.758752,154.826612,1,0,0,e83c9631c735c693,0
190091299,933233675,40,71,0,358,500,0.716,45.1015625,173.289848,147.133576,163.045016,1,0,0,ef8cc0c4c1c96d79,0
4150114277,1301011932,2583,128,158,119,61,1.950819672131148,6.3681640625,250.700732,249.875172,250.645836,0,1,1,b133cecc713331cc,0
871281071,1046068518,1160,69,0,361,500,0.722,40.8857421875,169.121496,170.463956,148.461804,1,0,0,bb63e238b43699d0,0
388467753,1003036081,1140,6,0,487,500,0.974,24.1171875,155.215676,124.388236,105.76206,1,0,0,aa91b4dad2483fd2,0
2537777042,1148188616,2705,136,98,227,303,0.7491749174917491,21.583984375,245.611204,227.229244,239.582872,0,1,0,b165ce9a33653465,0
49747548,855718390,2280,60,0,379,500,0.758,34.02734375,173.298256,147.091008,119.40526,1,0,0,bfc1c0639c9f90b4,0
3564368264,1221500392,2403,60,0,379,500,0.758,19.634765625,116.59144,116.978548,88.057616,1,0,0,ea70ccc136d932ce,0
4173008727,1307881449,1302,96,16,309,469,0.6588486140724946,25.99609375,197.951736,188.887916,178.000908,1,0,0,e4199764ce92999b,0
4293237,226693630,1160,66,0,367,500,0.734,47.099609375,157.718372,153.41876,157.607224,1,0,0,af6c309369c37392,0
3494065274,1217414851,2583,141,141,232,222,1.045045045045045,10.5751953125,243.701696,244.236612,243.350632,0,1,0,e64c99b364cc9b26,0
81245478,849770658,2583,99,132,302,236,1.2796610169491525,9.763671875,220.048984,216.515852,217.241944,0,1,0,b93cc6c36d1d3264,0
3775275367,1243659384,2583,0,154,500,284,1.7605633802816902,21.8642578125,207.883644,211.85216,217.888852,0,1,0,fcabc274ad10e42b,0
3873228357,1256092774,1560,0,0,500,500,1.0,52.7880859375,172.299752,99.822372,71.35188,1,0,0,dc1b33fcc8a0265b,0
3493552571,1217330555,1302,135,213,233,69,3.3768115942028984,5.4609375,247.715016,247.277536,247.405892,0,1,1,b024cf9b3064cf9b,1
4077173787,1287255019,2060,51,59,400,354,1.1299435028248588,29.01953125,186.809332,195.828776,190.723648,1,0,0,eac0952f85b69d85,0
223805274,957104790,2403,0,60,500,379,1.3192612137203166,50.3076171875,155.051824,136.614788,127.068704,1,0,0,9b6ce491e686dd50,0
4214101388,1319250947,2060,127,14,248,478,0.5188284518828452,33.5390625,217.118104,198.81312,188.798384,0,1,0,e134cbc98ec99ac9,0
256504653,1318433614,1320,68,7,369,492,0.75,26.29296875,217.468116,202.546828,178.111228,1,0,0,e8d59760879a9a33,0
3893243612,1260347142,1302,23,140,450,111,4.054054054054054,18.525390625,244.104856,227.44398,227.150248,0,1,0,afc03f94c42bc12f,0
2160576205,1129283127,1140,0,77,500,346,1.4450867052023122,28.01171875,195.568004,191.651684,191.4469,1,0,0,fa91856e8e95611b,0
4983688,287686036,2280,118,48,264,404,0.6534653465346535,31.638671875,200.270692,188.40006,184.654864,0,1,0,ed9c86c992639699,0
294403626,987567622,1280,0,107,500,286,1.7482517482517483,28.0986328125,184.565132,158.444796,161.497264,0,1,0,d090a56dde9a7964,0
1859462393,1105980910,2280,87,0,326,500,0.652,49.8330078125,231.936804,228.15392,208.973736,1,0,0,be62cb38c928c9cb,0
3921350051,1263770707,2583,93,0,328,497,0.6599597585513078,24.9033203125,124.88798,122.846172,126.575716,1,0,0,e889a56c8723d66d,0
1807806498,1204663650,10,168,148,164,204,0.803921568627451,10.9951171875,230.612384,230.929236,230.420652,0,1,0,e63199ce66313167,0
4170895440,1307498914,1560,17,69,231,375,0.616,32.099609375,210.699832,151.964288,144.969624,0,1,0,bbabd854905bc4d2,0
3255495124,1202500058,1560,8,161,480,209,2.2966507177033493,8.2451171875,239.071896,238.611184,238.199572,0,1,0,a62bd9c4263b6ccc,0
2406558169,1140310144,1300,0,60,500,379,1.3192612137203166,26.62109375,147.047148,142.757484,136.973316,1,0,0,f7d48807e570fa42,0
4006540302,1275716747,1281,0,0,500,500,1.0,49.5908203125,140.855532,156.436448,96.312364,1,0,0,94d10bce65e379c1,1
1932975409,1114982518,1280,0,60,500,379,1.3192612137203166,15.9345703125,151.320984,145.638536,145.4534,1,0,0,bcd9c326cc2dda12,0
435016460,1007523858,2280,98,48,304,404,0.7524752475247525,29.3935546875,192.084832,170.888484,167.940752,1,0,0,b993c76c929c9493,0
1191766690,1068285873,1320,112,18,269,470,0.5723404255319149,29.0322265625,195.091236,193.127284,192.463828,0,1,0,e9c38698d2ced338,0
2984373231,1178310262,2583,4,52,490,406,1.206896551724138,25.54296875,200.63848,204.405736,209.848328,1,0,0,ebc0913fc42fa1c5,1
3879890848,1257233352,1300,14,6,254,486,0.522633744855967,27.6572265625,111.569968,111.3649,115.51316,0,1,0,bb93c84adc94c4b9,1
2142477536,1128331298,2705,153,99,192,302,0.6357615894039735,21.357421875,227.796916,226.737996,224.356236,0,1,0,b1cece30ce333166,0
353771623,1000493207,40,69,84,351,332,1.0572289156626506,38.1865234375,183.139092,195.938316,209.03292,1,0,0,bdf2c01dd3e0d492,0
2932591602,1173879377,1320,0,43,500,414,1.207729468599034,39.1591796875,195.891268,191.538152,189.444708,1,0,0,bf808059e5ba6337,0
1350498866,1075612752,2705,154,98,192,302,0.6357615894039735,11.958984375,246.840808,239.9566,216.45704,0,1,0,e4319b669b996692,0
4101891756,1291328527,2583,211,155,71,190,0.3736842105263158,4.6181640625,252.0219,251.836772,251.699672,0,1,1,b331cc6633993366,1
4187115528,1311396789,1300,0,0,500,500,1.0,23.646484375,48.112024,49.350904,50.621076,1,0,0,9c3733c85e738b0a,0
4214664230,1319679480,1280,13,144,474,205,2.31219512195122,5.810546875,248.57234,248.509148,248.36848,0,1,0,e61a99e5665a27a1,0
1711734999,1100084859,2905,108,49,284,401,0.7082294264339152,32.6220703125,194.768748,184.822488,181.809036,0,1,0,e93cc167c69398cc,0
4164667711,1305110233,2522,105,48,286,421,0.6793349168646081,15.9560546875,238.43064,232.659328,222.70964,0,1,0,b1cccc31cfce9846,0
278528834,977732598,2705,176,151,147,178,0.8258426966292135,7.1103515625,246.775584,248.815564,238.885372,0,1,0,b331ccce3331cc33,1
4193585163,1312146356,1280,84,101,359,334,1.0748502994011977,19.7314453125,216.910116,194.974004,183.527272,1,0,0,f8c397344a6a9599,0
207257883,941678744,2583,152,167,195,170,1.1470588235294117,5.5,247.950864,249.143596,249.787684,0,1,0,e5cc9a3364cc9b92,0
158007233,913623620,1300,56,89,391,327,1.1957186544342508,26.591796875,238.056256,229.800276,223.469016,1,0,0,e18c92799cb06b9e,0
4180534759,1309774406,1180,62,203,376,93,4.043010752688172,10.9404296875,232.014308,227.597452,228.077136,0,1,0,eb3394c46b3b94c4,0
522627969,1020456966,1160,68,0,363,500,0.726,39.048828125,180.709736,158.418636,146.697692,1,0,0,bf68d0c8c7c398cc,0
1547138559,1089053867,2403,0,109,500,282,1.7730496453900708,34.96484375,202.693108,200.498188,197.708932,0,1,0,e744b4bbd8f70508,0
4229642138,1322037360,1920,84,85,355,338,1.0502958579881656,12.6142578125,233.981516,213.060912,181.133232,1,0,0,e96996965b696886,0
1190507078,1068211845,1560,79,0,294,500,0.588,32.923828125,218.7819,219.643416,221.173872,0,1,0,b432cb2dcbc334cc,0
3967114281,1270347057,2522,35,0,429,500,0.858,24.095703125,184.229956,182.0504,191.465276,1,0,0,fe876b943a842e94,0
3944198188,1268908692,1140,72,99,362,320,1.13125,15.9306640625,227.572092,221.499124,221.344712,1,0,0,b393cc6c923c6a93,0
190730270,933576412,2403,0,81,500,337,1.483679525222552,39.056640625,150.769716,135.64796,132.803176,1,0,0,c32ca893b7ca932d,0
2091257012,1125330542,2585,92,115,312,265,1.1773584905660377,17.162109375,214.26048,211.495976,210.716456,0,1,0,bc38d3c7cd1e3031,0
2792163142,1172463223,50,120,12,285,478,0.5962343096234309,15.423828125,207.2881,204.975664,206.156536,0,1,0,b1319f4dc992ce2c,0
278517003,1127692645,2705,139,98,221,304,0.7269736842105263,8.986328125,215.258476,213.666768,213.657852,0,1,0,b0cccb32cecd3166,0
2476577455,1144198526,50,24,107,453,285,1.5894736842105264,18.9375,186.15938,191.351224,212.244668,0,1,0,fa2885d3692e1e69,0
205828886,941166404,2280,66,0,367,500,0.734,45.013671875,165.247368,147.392856,130.034708,1,0,0,bfcc499265653187,0
2940638631,1174586175,2583,0,5,500,495,1.0101010101010102,36.76171875,165.342408,150.264776,148.049944,1,0,0,bbb4c81c9f4d30c5,1
2230071933,1132633996,2060,0,81,500,337,1.483679525222552,15.615234375,230.950024,229.56422,224.326888,1,0,0,c45d99a6ae89d266,0
569548950,1026795100,2280,98,72,304,355,0.856338028169014,30.2958984375,223.992564,223.452184,219.975816,1,0,0,b893c76cc63ac49c,0
4197497931,1313241065,1560,65,41,390,430,0.9069767441860463,45.998046875,203.752852,203.15078,203.84202,1,0,0,e8c3873d9a709b61,0
4201306796,1314017000,2583,134,7,231,481,0.4802494802494803,12.73046875,212.034804,212.047264,213.613196,0,1,0,b064cfcccf30cf84,1
3868342085,1255146552,1280,0,6,442,494,0.8947368421052632,25.3984375,155.561412,125.445664,145.983036,1,0,0,add080e2f22f92db,0
89332692,856259337,2280,0,61,500,378,1.3227513227513228,30.8271484375,195.121364,196.456772,183.365328,1,0,0,f8c1873ec3139c66,0
1352145663,1075760814,2583,0,123,500,254,1.968503937007874,12.9072265625,200.319544,213.91446,231.441636,0,1,0,ba47c5b06f4a30ad,0
4234288409,1323885488,2060,104,27,284,439,0.6469248291571754,17.703125,219.266248,221.853232,233.007632,0,1,0,b3c3cc3c93693496,0
2685362450,1166818974,2585,15,100,464,257,1.8054474708171209,9.580078125,244.490776,244.321984,244.117916,0,1,0,cb4a94b4b5e94a5a,0
3992742695,1273512063,1920,9,55,477,418,1.1411483253588517,29.396484375,172.365908,125.580576,123.77832,1,0,0,af80c0e29579b43f,0
1352146059,1075760101,2583,124,62,252,375,0.672,5.5390625,252.635864,253.184184,253.861148,0,1,0,b9cf9831c63cb384,0
117625001,872533293,1160,59,0,382,500,0.764,45.3876953125,181.081016,170.833368,156.663668,1,0,0,af38969763c39898,0
4200877294,1316199211,60,50,117,389,188,2.0691489361702127,16.400390625,232.6432,231.918492,231.598172,0,1,0,e666999966662999,0
4041456409,1279757063,1300,0,0,500,500,1.0,21.3486328125,163.857592,162.719896,159.665088,1,0,0,b300cf76988b3c3d,0
3820236359,1249586764,1560,122,106,260,303,0.858085808580858,9.12109375,229.109284,231.718996,236.029048,0,1,0,e54c9a93ccb3646c,0
4086071880,1289179797,2060,0,71,500,358,1.3966480446927374,35.09765625,189.742312,174.954852,162.588504,1,0,0,9551e2ae99e2951d,0
2074172103,1124252085,2583,85,21,327,464,0.7047413793103449,19.5126953125,204.062292,210.152972,224.255396,1,0,0,b83f3d92c4d2c638,0
1146674244,1065109773,1302,16,0,468,500,0.936,42.2529296875,164.485844,156.012924,147.661092,1,0,0,ae81879f9a6b6164,0
124387132,879080305,2280,59,0,381,500,0.762,19.6845703125,91.513976,95.02542,105.189108,1,0,0,be49b1ccc63394c6,0
3908953944,1262582998,2060,94,130,339,288,1.1770833333333333,7.7705078125,251.045016,249.21614,248.140296,0,1,0,e8949b6db41a2da6,0
125293048,880172152,10,60,0,379,500,0.758,39.037109375,191.069952,166.733012,132.266848,1,0,0,ebc095c59696d0cd,0
254956784,968772041,2403,0,63,500,374,1.3368983957219251,39.94921875,198.04942,184.428084,165.285912,1,0,0,af32d4019accbb95,0
3090578073,1190118795,2060,35,43,416,420,0.9904761904761904,48.57421875,213.426512,200.20624,156.518964,1,0,0,af1f90e6c0c4d6f0,0
2033308192,1121209482,1320,61,6,379,485,0.7814432989690722,25.0556640625,230.889304,228.352956,224.753216,1,0,0,ba1c0e33f3c364c9,0
1411852196,1078942837,2403,55,0,390,500,0.78,30.43359375,205.155484,136.870268,136.851204,1,0,0,be696b9469323c70,0
2769353975,1163771899,2403,0,60,500,379,1.3192612137203166,25.822265625,159.156892,154.823808,157.886248,1,0,0,bd54c02baa8b8fc5,0
4168956093,1306813815,1560,157,91,189,363,0.5206611570247934,9.3701171875,243.456412,235.19992,235.635848,0,1,0,e5c99a989b66cc64,0
90948388,874729439,40,69,0,361,500,0.722,42.5771484375,155.664052,155.11482,153.755772,1,0,0,bf92e237901e3e0c,0
1952792748,1140536440,1140,88,144,161,205,0.7853658536585366,13.9228515625,239.762388,236.895008,234.049912,0,1,0,f949869269cd3933,0
3212831992,1269906336,2705,128,51,243,397,0.6120906801007556,10.25,251.828464,251.807432,251.7781,0,1,0,b036cecf3130cccb,0
3876189522,1256971266,2522,0,0,500,500,1.0,26.806640625,206.910028,198.500532,191.391272,1,0,0,88b74649986f916f,0
4017676858,1276875489,1300,27,110,453,218,2.0779816513761467,16.4287109375,232.603336,232.193196,232.22964,0,1,0,ba7a81851d307e5e,0
